,Unnamed: 0,Odio_Bol,is_reply,sent_analysis_class,sent_analysis_compound,has_all_caps,has_emoji,punct_index,has_hurtlex,hurtlex_index,normalized,norm_lemma
53,53,0,0,neu,pos,1,False,0.0627615062761506,0,0.0,"prévia da inflação de setembro fica em number , number % e tem maior resultado desde number . o aumento é de number , number ponto porcentual em relação à taxa de agosto . os dados foram divulgados nesta quarta-feira ( number ) pelo pesquisa . hashtag url",prever inflacao setembro ficar maior resultado desde aumento ponto porcentual relacao taxa agosto dar divulgar em este quarta feira pesquisa
54,54,0,0,neu,pos,1,False,0.0279720279720279,0,0.0,justiça libera jogos em brasília e garante a realização da supercopa do brasil username ex username domingo number horas no mané garrincha . hashtag,justica liberar jogo brasilia garantir realizacao supercopa brasil exemplo domingo hora manar garrincha
55,55,0,1,neu,neu,0,True,0.0555555555555555,0,0.0,username 👮 🏻 ‍ ♂ ️ 👊 🏻,username 👮 🏻 ‍ ♂ ️ 👊 🏻
56,56,0,0,neu,pos,1,False,0.0686274509803921,0,0.0,prefeitura do rio autoriza volta do público nos estádios | rio de janeiro | g1 url,prefeitura rio autorizar volta publicar estadios | rio janeiro | g1
57,57,0,0,neu,pos,1,False,0.0526315789473684,0,0.0,jovem de number anos que morreu com coronavírus em sp corria maratonas e pais estão com sintomas | são paulo | g1 url,jovem ano morrer coronavirus sp correr maratona pai estao sintoma | sao paulo | g1
58,58,0,1,pos,pos,0,False,0.0519480519480519,0,0.0,"username nós também te amamos , querida ! obrigado pelo carinho de sempre !",tambem amar querido obrigar carinho sempre
59,59,0,0,neu,neg,0,False,0.0827067669172932,0,0.0,"abel braga rebate vice do flamengo após acusações e promete processá-lo : "" decepção "" | flamengo | globoesporte url","abel braga rebater vice flamengo apos acusacoes prometer processar lo "" decepcao "" | flamengo | globoesporte"
60,60,0,0,neu,pos,1,False,0.0703125,0,0.0,"flamengo cúpula segue inflexível , futebol reduz proposta , e diego alves tem renovação difícil . fonte : age url",flamengo cupula seguir inflexivel futebol reduzir proposta diego alves renovacao dificil fonte agir
61,61,0,0,neu,neu,0,False,0.0,0,0.0,flamengo,flamengo
62,62,0,0,neu,neg,0,False,0.0434782608695652,0,0.0,eleja online diz estar sofrendo ataques hackers ; brant e salgado relatam ameaças após telefones terem sido vazados url,eleger online dizer estar sofrer ataque hackers brant salgar relatar ameacas apos telefone ter ser vazar
63,63,0,0,neu,neu,1,False,0.1071428571428571,1,0.0384615384615384,"o duque e eu ( os etéreos – livro number ) ( português ) capa comum – number dezembro number por julia quinn ( autor ) , cássia cânon ( tradutor ) link > > url",duque etereos livro portugues capa comum dezembro julia quinn autor cassia canon tradutor link > >
64,64,0,0,neu,neg,0,False,0.0652173913043478,1,0.0833333333333333,acidente entre táxi e moto acaba em morte de estudante hashtag url,acidente taxi moto acabar morte estudante
65,65,0,0,neu,neg,0,True,0.0612244897959183,0,0.0,"afastado por conta da pandemia , carlos alberto de nóbrega implora para voltar a trabalhar . 😮 hashtag hashtag url",afastar contar pandemia carlos alberto nobrega implorar voltar trabalhar
66,66,0,1,neu,pos,0,False,0.1034482758620689,0,0.0,"username amém , nunes ! um abraço e se cuida , amigão !",amar nunes abraco cuidar amigao
67,67,0,0,neu,neu,0,False,0.058252427184466,0,0.0,engavetamento com cinco carros na radial leste deixa dois feridos hashtag url,engavetamento cinco carro radial ler deixar dois ferir
68,68,0,0,neu,neg,0,False,0.0636363636363636,0,0.0,menino de number ano entra em caixa d'água no quintal de casa e morre afogado hashtag url,menino ano entrar caixa d aguar quintal casa morrer afogar
69,69,0,0,neu,pos,0,False,0.0392156862745098,1,0.0714285714285714,"motorista abandona esposa e filha após matar motociclista em acidente de carro . de acordo com a mulher , ele havia ingerido uma grande quantidade de bebidas alcoólicas hashtag url",motorista abandonar esposa filho apos matar motociclo acidente carro acordo mulher haver ingerir grande quantidade beber alcoolicas
70,70,0,0,neu,neu,0,False,0.0648148148148148,0,0.0,leonardo revela que zé felipe parou de estudar aos number anos . veja na hashtag url,leonardo revelar ze felipe parar estudar ano ver
71,71,0,0,neu,neg,0,False,0.06,0,0.0,moradores registram vídeos de intensos tiroteios em comunidade hashtag url,morador registram videos intenso tiroteio comunidade
72,72,0,0,neu,neg,0,False,0.0583333333333333,1,0.0588235294117647,mulher com criança é atacada e agredida no meio da rua durante assalto . confira no hashtag url,mulher crianca atacar agredir meio rua durante assalto conferir
73,73,0,0,neu,neu,0,False,0.0757575757575757,0,0.0,"hoje , após hashtag , tem o number terceiro episódio de game dos clones com sabrina sato hashtag hashtag url",hoje apos terceiro episodio gamar clone sabrina sato
74,74,0,0,neu,neg,1,False,0.0452488687782805,1,0.0967741935483871,"a polícia prendeu , até agora , cinco pessoas por envolvimento na morte de fabiana , romuyuki e juan gonçalves , encontrados carbonizados em uma estrada de terra em são bernardo do campo hashtag url",policiar prender atar agora cinco pessoa envolver morte fabiana romuyuki juan goncalves encontrar carbonizar estrada terra sao bernardo campo
75,75,0,0,neu,neg,0,False,0.07,0,0.0,"onda de assaltos aterroriza moradores do morumbi , em são paulo hashtag url",onda assalto aterrorizar morador morumbi sao paulo
76,76,0,0,neu,neg,0,False,0.0545454545454545,1,0.0714285714285714,polícia procura bandidos que botaram fogo em carros e atiraram em ônibus hashtag url,policiar procura bandido botar fogo carro atirar onibus
77,77,0,0,neu,neg,0,False,0.06,1,0.0416666666666666,"onde está vanessa ? empresária sai a pé de casa e desaparece na região do morumbi , zona sul de são paulo . veja no hashtag url",onde vanessa empresaria sair pe casa desaparecer regiao morumbi zona sul sao paulo ver
78,78,0,1,pos,pos,0,False,0.1111111111111111,0,0.0,"username bom dia , querida !",bom dia querido
79,79,0,0,neu,neg,0,False,0.0535714285714285,1,0.0666666666666666,os dois usam o veículo para sustentar a família e agora estão desesperados hashtag url,dois usar veicular sustentar familia agora estao desesperar
80,80,0,0,neu,neu,0,False,0.0754716981132075,0,0.0,veja o que será destaque no próximo username hashtag hashtag url,ver sera destaque proximo
81,81,0,1,neu,neu,0,True,0.12,0,0.0,username hashtag 💙,username hashtag 💙
82,82,0,0,neu,neg,0,False,0.0677966101694915,1,0.0588235294117647,joice é morta após number meses de namoro : assassino estava deitado ao lado do corpo . hashtag url,joice morto apos mês namorar assassino deitar lado corpo
83,83,0,0,neu,neg,0,False,0.0625,1,0.0714285714285714,dupla de criminosos rouba encomendas de entregadores em são paulo . veja no hashtag url,duplo criminoso roubar encomenda entregar sao paulo ver
84,84,0,0,neu,neu,1,True,0.0983606557377049,0,0.0,"o hashtag desta sexta-feira ( number ) se despede aqui . te esperamos amanhã , a partir das number 3h ! 👋 🏼 😘 url",de este sexta feira despedir aqui esperar amanha partir 3h
85,85,0,0,neu,neg,0,False,0.0608695652173913,1,0.0666666666666666,exclusivo : homem que presenciou os abusos na casa de produtor musical fala ao hashtag url,exclusivo homem presenciar abuso casa produtor musical falar
86,86,0,1,neu,pos,0,False,0.0277777777777777,0,0.0,username obrigado e que deus lhe proteja sempre em sua caminhada !,obrigar deus proteger sempre caminhada
87,87,0,0,neu,neu,0,False,0.0642201834862385,0,0.0,policiais quebram portam e agridem jovens dentro da própria residência . hashtag url,policial quebrar portar agredir jovem dentro propria residencia
88,88,0,0,neu,neg,0,False,0.0927835051546391,1,0.0833333333333333,"ex-mulheres de tom veiga estão em pé de guerra , confira ! hashtag url",exemplo mulher tom Veiga estao pe guerra conferir
89,89,0,0,neu,neu,1,False,0.0521739130434782,0,0.0,musa de reality show é internada às pressas após beber água contaminada no rj hashtag url,musa reality show internar pressa apos beber aguar contaminar rj
90,90,0,1,neu,pos,0,False,0.0603448275862069,0,0.0,"username ‘ brasil vai se surpreender positivamente com silva e luna na petrobrás ’ , diz temer url",brasil ir surpreender positivo silvar luna petrobras dizer temer
91,91,0,1,pos,pos,0,False,0.1052631578947368,0,0.0,username obrigado !,obrigar
92,92,0,0,neu,neg,0,False,0.053030303030303,0,0.0,mulheres amarram os próprios filhos em cadeiras na beira da praia e saem para passear . veja no hashtag url,mulher amarrar proprios filho cadeira beira praia sair passear ver
93,93,0,0,neu,neg,0,False,0.0567375886524822,0,0.0,acidente grave agora na marginal tietê : carro bate em poste que corre o risco de queda . veja ao vivo no hashtag url,acidente grave agora marginal tiete carro bater poste correr risco queda ver vivo
94,94,0,0,neu,pos,1,False,0.0666666666666666,0,0.0,"agora : hashtag mostra , ao vivo , os prejuízos após o temporal que atingiu são paulo durante essa madrugada url",agora mostrar vivo prejuizos apos temporal atingir sao paulo durante madrugada
95,95,0,0,neu,neg,0,False,0.0517241379310344,1,0.0555555555555555,jovem é preso após atacar idosa de number anos no elevador do prédio em que morava hashtag url,jovem preso apos atacar idoso ano elevar predio morar
96,96,0,0,neu,neu,0,False,0.059322033898305,1,0.0714285714285714,adolescentes negros são agredidos por seguranças em shopping . veja as imagens no hashtag url,adolescente negro sao agredir segurancas shopping ver imagem
97,97,0,1,pos,pos,1,False,0.0642201834862385,0,0.0,username bom dia ! ! muito obrigado pelas palavras de apoio e de carinho . conte sempre conosco ! ! hashtag,bom dia obrigar palavra apoio carinho contar sempre com nòs
98,98,0,0,neu,neg,1,False,0.0526315789473684,1,0.0285714285714285,"o locutor morreu na última terça-feira ( number ) , vítima das complicações de um câncer na mandíbula . o hashtag mostrou a última entrevista que geraldo luis fez com o locutor de rodeios . relembre esta reportagem emocionante ! url",locutor morrer ultima terca feira vitimar complicacoes cancer mandibula mostrar ultimar entrevista geraldo luis fazer locutor rodeio relembrar reportagem emocionante
99,99,0,0,neu,neu,0,False,0.0606060606060606,0,0.0,golpista passa number horas em churrascaria e vai embora sem pagar hashtag url,golpe passar hora churrascaria ir embora pagar
100,100,0,0,neu,neg,1,False,0.0633802816901408,0,0.0,homem se desequilibra e é atropelado por trator . o motorista não viu nada . felizmente o homem passa bem ! hashtag url,homem equilibrar atropelar trator motora nao ver nada feliz homem passar bem
101,101,0,1,neu,pos,0,False,0.072289156626506,0,0.0,"username username muito obrigado pelo apoio , david . conte sempre conosco ! !",obrigar apoio david contar sempre com nòs
102,102,0,1,pos,pos,0,False,0.0869565217391304,0,0.0,username obrigado !,obrigar
103,103,0,0,neu,neu,0,False,0.0666666666666666,1,0.1,influenciadora diz que foi agredida pelo próprio pai hashtag url,influenciadora dizer agredir proprio pai
104,104,0,1,pos,pos,0,True,0.0526315789473684,0,0.0,username username 🙏 🏽 obrigado pelas palavras de carinho e de apoio ! ! 🙂 💙 👍 🏽,obrigar palavra carinho apoio
105,105,0,1,neu,pos,1,False,0.0571428571428571,0,0.0,username username a hashtag agradece o seu apoio !,agradecer apoio
106,106,0,0,neu,neg,1,False,0.1184210526315789,0,0.0,agora ! acidente na raposo tavares ( sp ) hashtag url,agora acidente raposar tavares sp
107,107,0,1,neu,neu,0,True,0.1739130434782608,0,0.0,username muito ! ! 😃,username muito ! ! 😃
108,108,0,0,neu,pos,1,False,0.063953488372093,1,0.0869565217391304,"notícia urgente : polícia faz operação contra empresários que tomaram vacina em garagem de ônibus , em belo horizonte ( amigo ) . veja mais no hashtag url",noticiar urgente policiar fazer operacao contra empresarios tomar vacina garagem onibus belo horizonte amigo ver
109,109,0,0,neg,neg,1,False,0.0744680851063829,0,0.0,agora : caminhão tomba em acidente grave e motorista foge hashtag url,agora caminhao tombar acidente grave motorista fugir
110,110,0,0,neu,pos,0,True,0.08,0,0.0,"festa clandestina de jorge souza , ex de laura eller , é cancelada 😏 assista ao vivo e reveja hashtag quando quiser em url url",festa clandestino jorge souza exemplo laura eller cancelar assistir vivo rever querer
111,111,0,0,neu,neu,0,False,0.0573248407643312,0,0.0,quem é o famoso que recebeu uma mensagem de texto informando o fim do casamento ? qual é o seu palpite ? hashtag hashtag url,famoso receber mensagem texto informar fim casar palpite
112,112,0,0,neu,neg,0,False,0.0769230769230769,1,0.0625,"em entrevista exclusiva para o hashtag , menina emily conta qual é o seu sonho . assista ! url",entrevista exclusivo menino emily conta sonho assistir
113,113,0,1,pos,pos,0,False,0.0508474576271186,1,0.0588235294117647,username feliz livro novo ! aproveite para escrever uma nova história em number ! obrigado pelo carinho de sempre !,feliz livro novo aproveitar escrever nova historiar obrigar carinho sempre
114,114,0,0,neu,neg,0,False,0.0616438356164383,0,0.0,"hashtag ! veja a mensagem da cantora momentos antes da cerimônia , especialmente para a hashtag url",ver mensagem cantor momento antes cerimoniar especial
115,115,0,1,pos,pos,0,True,0.0326086956521739,0,0.0,username username obrigado pelas palavras de bênçãos e apoio ao nosso soldado ! 💙,obrigar palavra bencaos apoio soldar
116,116,0,0,neu,neg,0,False,0.0610687022900763,1,0.0833333333333333,produtor do cantor ferrugem morre vítima de coronavírus hashtag hashtag hashtag url,produtor cantor ferrugem morrer vitimar coronavirus
117,117,0,0,neu,neu,1,False,0.0661157024793388,0,0.0,agora : empresários fazem protesto contra cobrança de imposto em sp . veja ao vivo no hashtag url,agora empresarios fazer protesto contra cobranca impor sp ver vivo
118,118,0,0,neu,neg,1,False,0.0610687022900763,1,0.1111111111111111,exclusivo : mãe das duas crianças mortas em acidente de carro causado pelo pai conversa com o hashtag ! url,exclusivo mae dois criancas morto acidente carro causar pai conversa
119,119,0,0,neu,neu,0,False,0.0677966101694915,0,0.0,atriz marieta severo vence a covil number e recebe alta de hospital hashtag hashtag url,ator marieta severo vencer covil receber alta hospital
120,120,0,0,neu,neg,0,False,0.0534351145038167,0,0.0,modelo famosa faz tratamento contra o câncer de mama e não pode sair de casa hashtag hashtag url,modelo famoso fazer tratar contra cancer mama nao poder sair casa
121,121,0,0,neu,pos,0,False,0.0336538461538461,1,0.032258064516129,as meninas estavam na calçada quando um carro invadiu o local e as atropelou . os familiares pedem justiça e questionam por que não fizeram teste de bafômetro no motorista hashtag url,menino calcar carro invadir local atropelar familiar pedir justica questionar nao fazer teste bafometro motorista
122,122,0,0,neu,neu,0,False,0.0566037735849056,0,0.0,brasileira é morta pelo marido dentro de casa onde moravam na frança hashtag url,brasileiro morto marido dentro casa onde morar franco
123,123,0,0,neu,neg,0,False,0.0566037735849056,0,0.0,incêndio provoca risco em área importante da zona leste de são paulo hashtag url,incendio provocar risco area importante zona ler sao paulo
124,124,0,0,neu,neg,0,False,0.074074074074074,0,0.0,"bandido homem-aranha ? homem escala parede de prédio , pula janela , invade apartamento e ataca duas mulheres . veja as imagens ! hashtag url",bandido homem aranha homem escalar parede predio pular janela invadir apartar atacar dois mulher ver imagem
125,125,0,0,tie,neg,0,False,0.0512820512820512,1,0.0666666666666666,manaus sofre com a falta de oxigênio para os doentes internados com coronavírus hashtag url,manaus sofrer falta oxigenio doente internar coronavirus
126,126,0,0,neu,neg,0,False,0.0529801324503311,1,0.05,nada pessoa mostrou um pouco de sua personalidade decidida e forte durante a hashtag desta semana ! confira no vídeo ! url,nada pessoa mostrar pouco personalidade decidir forte durante de este semana conferir video
127,127,0,1,pos,pos,0,False,0.0625,0,0.0,username obrigado pelo carinho !,obrigar carinho
128,128,0,0,neu,pos,0,False,0.0344827586206896,1,0.0869565217391304,"caso hilma : polícia faz reconstituição e irmão de eduardo costas , que estava na festa em que ocorreu a queda , participa . confira no hashtag",caso hilma policiar fazer reconstituicao irmao eduardo costa festa ocorrer queda participar conferir
129,129,0,0,neu,pos,0,False,0.0461538461538461,0,0.0,veja como está a movimentação do comércio de são paulo no primeiro dia útil da fase vermelha hashtag url,ver movimentacao comerciar sao paulo primeiro dia util fase vermelho
