,tweet,Odio_Bol,is_reply,sent_analysis_class,sent_analysis_compound,has_all_caps,has_emoji,punct_index,has_hurtlex,hurtlex_index,normalized,norm_lemma
10,Estado do Rio de Janeiro já garantiu R$600 milhões para investir na vacinação https://t.co/0NgQ8Rjfdx,0,0,neu,neg,1,False,0.0594059405940594,0,0.0,estado do rio de janeiro já garantiu ar $ number milhões para investir na vacinação url,estar rio janeiro ja garantir ar milhoes investir vacinacao
11,"Flamengo tem 28 casos confirmados de Covid-19. Dos 19 atletas entregues ao departamento médico do clube, 16 foram afastados. #Futebol https://t.co/34LRUiPx85",0,0,neu,neu,0,False,0.06369426751592357,0,0.0,"flamengo tem number casos confirmados de covil number . dos number atletas entregues ao departamento médico do clube , number foram afastados . hashtag url",flamengo caso confirmar covil atleta entregues departamento medicar clube afastar
12,*** SAIU DO FORNO: BRASIL FECHA FRONTEIRAS C/ TODOS PAÍSES TEMPORARIAMENTE,0,0,neu,neu,1,False,0.06756756756756757,0,0.0,* * * saiu do forno : brasil fecha fronteiras com / todos países temporariamente,sair forno brasil fechar fronteiro todo paises temporário
13,"Tiros na Grota, no Complexo do Viradouro, em Niterói (16:15) #TirosRJ #Niterói",0,0,neu,neu,0,False,0.08974358974358974,0,0.0,"tiros na grota , no complexo do salgueiro , em niterói ( number : number ) hashtag hashtag",tiro grota complexo salgueiro niteroi
14,Bolsonaro convoca todos os ministros para reunião no Palácio do Planalto https://t.co/GTHAxeCR73,0,0,neu,neg,0,False,0.052083333333333336,0,0.0,bolsonaro convoca todos os ministros para reunião no palácio do planalto url,bolsonaro convocar todo ministro reuniao palacio planalto
15,Abra agora sua conta GRÁTIS na PASSFOLIO. Corretora Americana.Investindo na bolsa americana de forma SIMPLES e CORRETAGEM 0%. Crie uma conta hoje e vc receberá até $100 em ações grátis: https://t.co/WLA9xlOxRn,0,0,neu,pos,1,False,0.05263157894736842,0,0.0,abra agora sua conta grátis na assobio . corretora americana . ian és rindo na bolsa americana de forma simples e corretagem number . crie uma conta hoje e você receberá até number em ações grátis : url,abrir agora contar gratis assobio corretor americano ian es rir bolsa americano forma simples corretagem criar conta hoje voce receber atar acoes gratis
16,"Tiros nas imediações do Cemitério de Inhaúma, em Inhaúma (18:59) #TirosRJ #Inhaúma",0,0,neu,neg,0,False,0.07317073170731707,0,0.0,"tiros nas imediações do cemitério de inhaúma , em inhaúma ( number : number ) hashtag hashtag",tiro imediacoes cemiterio inhauma inhauma
17,"Segundo apuração da CNN junto a amigos e familiares, os médicos do hospital Copa Star, no Rio de Janeiro, estão diminuindo gradativamente a ventilação mecânica do ex-jogador. https://t.co/Jm83I7HUff",0,0,neu,pos,1,False,0.050505050505050504,0,0.0,"segundo apuração da cânon junto a amigos e familiares , os médicos do hospital copa star , no rio de janeiro , estão diminuindo gradativamente a ventilação mecânica do ex-jogador . url",segundo apuracao canon junto amigo familiar medicos hospital copa star rio janeiro estao diminuir gradativamente ventilacao mecanica exemplo jogar
18,"Ibovespa vira após frustração com anúncio do Renda Cidadã e fecha a segunda-feira com forte queda de 2,41%, aos 94.666 pontos, na contramão do bom desempenho dos mercados no exterior. Dólar sobe 1,44% e encerra cotado a R$ 5,63, maior valor de fechamento desde 20 de maio.",0,0,neu,pos,1,False,0.04779411764705882,1,0.02127659574468085,"ibovespa vira após frustração com anúncio do renda cidadã e fecha a segunda-feira com forte queda de number , number % , aos number pontos , na contramão do bom desempenho dos mercados no exterior . dólar sobe number , number % e encerra cotado a ar $ number , number , maior valor de fechamento desde number de maio .",ibovespa virar apos frustracao anunciar renda cidada fechar segunda feira forte queda ponto contramao bom desempenho mercado exterior dolar subir encerrar cotar ar maior valor fechar desde maio
19,Juíza do TJ-RJ é assassinada na Barra da Tijuca https://t.co/EnpaxLjbsA #G1Rio,0,0,neu,neu,1,False,0.08974358974358974,0,0.0,juíza do tj-rj é assassinada na barra da tijuca url hashtag,juiza tj rj assassinar barrar tijuca
20,@marcosQuaresm17 @PCERJ @ISPRJ 💙,0,1,neu,neu,0,True,0.09375,0,0.0,username username username 💙,
21,"E essa guerra na praça seca, acaba quando?",0,0,neu,neg,1,False,0.047619047619047616,0,0.0,"e essa guerra na praça seca , acaba quando ?",guerra praca seca acabar
22,"Tiros nas imediações da Estrada do Camboatá, em Guadalupe (08:48) #TirosRJ #Guadalupe",0,0,neu,neu,0,False,0.07058823529411765,0,0.0,"tiros nas imediações da estrada do camboatá , em guadalupe ( number : number ) hashtag hashtag",tiro imediacoes estrada camboata guadalupe
23,E agora? O que acontece com a eleição do Vasco após a suspensão? https://t.co/Adtk0hztnG,0,0,neu,neu,1,False,0.07954545454545454,0,0.0,e agora ? o que acontece com a eleição do vasco após a suspensão ? url,agora acontecer eleicao vasco apos suspensao
24,"Confira na #FLATV os bastidores do empate em 2 a 2 entre Flamengo e Internacional, pelo Brasileirão: https://t.co/65RUV8Szqp https://t.co/TlZlQpt0UJ",0,0,neu,neu,1,False,0.08783783783783784,0,0.0,"confira na hashtag os bastidores do empate em number a number entre flamengo e internacional , pelo paulistão : url url",conferir bastidor empatar flamengo internacional paulistao
25,"Tiros no Morro da Formiga, na Tijuca. (12:00) #TirosRJ",0,0,neu,neu,0,False,0.1111111111111111,0,0.0,"tiros no morro da formiga , na tijuca . ( number : number ) hashtag",tiro morrer formiga tijuca
26,Incêndio atinge prédio da reitoria da UFRJ https://t.co/rYxAG0ENw3 https://t.co/JsMaWT4i8l,0,0,neu,pos,1,False,0.1111111111111111,0,0.0,incêndio atinge prédio da reitoria da afro url url,incendio atingir predio reitoria afro
27,Portaria começou a valer hoje e deverá ser cumprida com apoio da PF https://t.co/sz0Ahdqv5g,0,0,neu,pos,1,False,0.054945054945054944,1,0.07142857142857142,portaria começou a valer hoje e deverá ser cumprida com apoio da pf url,portaria comecou valer hoje dever ser cumprir apoio pf
28,Brasil ultrapassa 180 mil mortes por Covid-19: https://t.co/P5VINtRBZC https://t.co/PNyYb7sglA,0,0,neu,neu,0,False,0.1276595744680851,0,0.0,brasil ultrapassa number mil mortes por covil number : url url,brasil ultrapassar mil morte covil
29,"O país teve 848 mortes causadas pela doença nas últimas 24 horas, chegando ao total de 179.032 desde o início da pandemia. Ouça os detalhes na reportagem. #Covid19 https://t.co/mB82YyGTps",0,0,neu,neg,1,False,0.053475935828877004,0,0.0,"o país teve number mortes causadas pela doença nas últimas number horas , chegando ao total de number desde o início da pandemia . ouça os detalhes na reportagem . hashtag url",pai morte causar doenca ultimas horas chegar total desde iniciar pandemia ouca detalhe reportagem
30,Polícia investiga o roubo de 200 doses de Coronavac em posto de saúde de São João de Meriti https://t.co/cIX6r5TMzU https://t.co/1WzFfYPVEy,0,0,neu,neg,0,False,0.07194244604316546,1,0.05,polícia investiga o roubo de number doses de cornava em posto de saúde de são joão de meriti url url,policiar investigar roubo dose cornava pôr saude sao joao meriti
31,@RosaneGiselle 🤜🤛 #PMERJ,0,1,neu,neu,1,True,0.08333333333333333,0,0.0,username 🤜🤛 hashtag,
32,"Tiros no Parque Paulista, em Duque de Caxias (22:40) #TirosRJ",0,0,neu,neu,0,False,0.08196721311475409,0,0.0,"tiros no parque paulista , em duque de caxias ( number : number ) hashtag",tiro parque paulista duque caxias
33,"Wall St cai 3%, Dow Jones recua às mínimas do fim de julho com pandemia https://t.co/6uBLbKCLe0 #Ações #Coronavírus #DowJones #EUA #Mercados #Nasdaq #S&amp;P500",0,0,neu,neu,1,False,0.1,0,0.0,"wall st cai number , do jones recua às mínimas do fim de julho com pandemia url hashtag hashtag hashtag hashtag hashtag hashtag s&p500",wall st cair jones recuar minimas fim julho pandemia s p500
34,@Ccetrio471 @DDalertaRio 👊🏻,0,1,neu,neu,0,True,0.07407407407407407,0,0.0,username username 👊 🏻,
35,"@fabiovmccamargo @DaanSilva702 &gt;Ganhe R$10,00 para comprar Bitcoin, Ethereum ou Litecoin na Coinext. Cadastre-se neste link https://t.co/c0WS66nmuF",0,1,neu,neg,1,False,0.09333333333333334,0,0.0,"username username > ganhe ar $ number , number para comprar bicorne , cedente ou lucre na conexa . cadastre-se neste link url",> ganhar ar comprar bicorne cedente lucrar conexo cadastrar em este link
36,URGENTE: Criminoso que matou o Policial Militar na Casa &amp; Vídeo de Mesquita acaba de ser PRESO! https://t.co/7yNFy3bRy2,0,0,neu,neg,1,False,0.07317073170731707,1,0.05555555555555555,urgente : criminoso que matou o policial militar na casa & vídeo de mesquita acaba de ser preso ! url,urgente criminoso matar policial militar casar video mesquita acabar ser preso
37,&gt;@fausto_macedo Padre critica veto a missas presenciais e atribui restrições a ‘esquerdistas vagabundos’: ‘É por causa do Partido Comunista Chinês’ https://t.co/sUt7bmhPUt,1,0,neu,neg,1,False,0.05747126436781609,0,0.0,> username _ macedo padre critica veto a missas presenciais e atribui restrições a ‘ és quercistas vagabundos ’ : ‘ é por causa do partido comunista chinês ’ url,> macedo padre criticar veto missa presenciar atribuir restricoes es quercistas vagabundo causar partido comunista chines
38,INDICAÇÃO! APROVAÇÃO IMEDIATA!! Abra agora sua conta GRÁTIS no link &gt;&gt;&gt; https://t.co/mYMmpn87fK https://t.co/ZPHUM50g5i,0,0,neu,pos,1,False,0.1484375,0,0.0,indicação ! aprovação imediata ! ! abra agora sua conta grátis no link > > > url url,indicacao aprovacao imediato abrir agora contar gratis link > > >
39,"Cabo Frio, RJ, cancela tradicional festa de réveillon na Praia do Forte https://t.co/P4RZZDca3c",0,0,neu,pos,1,False,0.07368421052631578,1,0.07692307692307693,"cabo frio , rj , cancela tradicional festa de réveillon na praia do forte url",cabo frio rj cancela tradicional festa reveillon praia forte
40,O Vasco é o único Clube do mundo que se auto-sabota! Inacreditável.,0,0,neu,pos,1,False,0.04477611940298507,0,0.0,o vasco é o único clube do mundo que se auto-sabota ! inacreditável .,vasco unico clube mundo auto sabotar inacreditavel
41,"Um intenso tiroteio durante ação policial assustou moradores do Morro da Formiga, na Tijuca, Zona Norte do Rio, na manhã desta segunda-feira (14). Houve registro de tiros às 5:28 e novamente às 7:29. https://t.co/cSZxHFWJOG #TirosRJ #Tijuca https://t.co/NtmoKAqhpK",0,0,neu,neu,0,False,0.08333333333333333,1,0.02702702702702703,"um intenso tiroteio durante ação policial assustou moradores do morro da formiga , na tijuca , zona norte do rio , na manhã desta segunda-feira ( number ) . houve registro de tiros às number e novamente às number . url hashtag hashtag url",intenso tiroteio durante acao policial assustar morador morrer formiga tijuca zona norte rio manha de este segunda feira registro tiro novo
42,"Segundo as autoridades britânicas, a variante foi identificada em dois casos https://t.co/z6UIeRlGDO",0,0,neu,neu,0,False,0.06,0,0.0,"segundo as autoridades britânicas , a variante foi identificada em dois casos url",segundo autoridade britanicas variante identificar dois caso
43,"Gil do Vigor revela surpresa com homenagem do Sport e quer conhecer estádio: ""Vou fazer tudo, ir até o chão"" Pernambucano ganha camisa personalizada do clube, diz que tinha medo da Ilha do Retiro e lembra viagem com time rubro-negro 💥 https://t.co/zuDNKKRjRW",0,0,neu,pos,0,True,0.04263565891472868,1,0.023809523809523808,"gil do vigor revela surpresa com homenagem do sport e quer conhecer estádio : "" vou fazer tudo , ir até o chão "" pernambucano ganha camisa personalizada do clube , diz que tinha medo da ilha do retiro e lembra viagem com time rubro-negro 💥 url","gil vigor revelar surpresa homenagem sport querer conhecer estadio "" ir fazer tudo ir atar chao "" pernambucano ganhar camisa personalizar clube dizer medo ilha retiro lembrar viagem time rubro negro"
44,"Morreu na noite desta sexta-feira (19), o ex-deputado federal e vereador pela cidade de Salvador, @irmaolazaro. Ele estava internado em um hospital particular em Feira de Santana desde o dia 22 de fevereiro com COVID-19.",0,0,neu,neg,1,False,0.045454545454545456,0,0.0,"morreu na noite desta sexta-feira ( number ) , o ex-deputado federal e vereador pela cidade de salvador , username . ele estava internado em um hospital particular em feira de santana desde o dia number de fevereiro com covil number .",morrer noite de este sexta feira exemplo deputado federal verear cidade salvador internar hospital particular feira santana desde dia fevereiro covil
45,"Teclado Multilaser Slim com Fio USB Teclas Silenciosas Preto - TC213, Multilaser, Teclados, Windows ou Mac OS, Preto https://t.co/laH2nh9ehi",0,0,neu,neu,1,False,0.07142857142857142,0,0.0,"teclado multilaser slim com fio usb teclas silenciosas preto - tc213 , multilaser , teclados , windows ou mac os , preto url",teclado multilaser slim fiar usb tecla silencioso preto tc213 multilaser teclado windows mac preto
46,Globo teve queda de 17% de faturamento em publicidade em 2020. https://t.co/pcNOOH39iD,0,0,neu,neg,0,False,0.08139534883720931,0,0.0,globo teve queda de number de faturamento em publicidade em number . url,globo queda faturamento publicidade
47,@MarcosS94313810 Bom dia e excelente sábado! Um abraço a todos os meus conterrâneos!,0,1,pos,pos,0,False,0.03571428571428571,0,0.0,username bom dia e excelente sábado ! um abraço a todos os meus conterrâneos !,bom dia excelente sabado abraco todo conterraneos
48,"Governador em exercício, Cláudio Castro, viaja de madrugada para São Paulo para trazer as doses de vacina para o Rio https://t.co/DFmtieY9zd",0,0,neu,neg,0,False,0.05,0,0.0,"governador em exercício , cláudio castro , viaja de madrugada para são paulo para trazer as doses de vacina para o rio url",governador exercicio claudio castro viajar madrugada sao paulo trazer dose vacina rio
49,Apenas mais um dia de Guerra na Praça Seca zona oeste do Rio Pq nada é feito para coibir isso?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????. #Praçaseca #Barão https://t.co/tCxCm9u3kH,0,0,neu,neg,0,False,0.5379061371841155,0,0.0,apenas mais um dia de guerra na praça seca zona oeste do rio porque nada é feito para coibir isso ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? . hashtag hashtag url,apenas dia guerra praca seco zona oeste rio porque nada fazer coibir
50,"Questionado sobre o que seria pior para o Brasil, Lula ou Bolsonaro, Ciro responde: ""vale morrer?"" https://t.co/i7zMQpeKVR",0,0,neu,neg,0,False,0.09016393442622951,0,0.0,"questionado sobre o que seria pior para o brasil , lula ou bolsonaro , ciro responde : "" vale morrer ? "" url","questionar sobre pior brasil lula bolsonaro ciro responder "" valer morrer """
51,Pedágio da Linha Amarela voltará a ser cobrado na próxima sexta-feira,0,0,neu,neu,0,False,0.014492753623188406,1,0.09090909090909091,pedágio da linha amarela voltará a ser cobrado na próxima sexta-feira,pedagio linha amarelo voltar ser cobrar proxima sexta feira
52,Goooolllll do Flamengo Pedro aos 18’ 2º tempo João Gomes faz lindo passe e coloca Pedro cara a cara com o goleiro q não perdoa. Portuguesa 2x2 Flamengo,0,0,neu,pos,0,False,0.006622516556291391,1,0.07142857142857142,gol do flamengo pedro aos number ’ number terceiro tempo joão gomes faz lindo passe e coloca pedro cara a cara com o goleiro que não perdoa . portuguesa 2x2 flamengo,gol flamengo pedro terceiro tempo joao gomes fazer lindo passe colocar pedro cara cara goleiro nao perdoar português 2x2 flamengo
53,"Prévia da inflação de setembro fica em 0,45% e tem maior resultado desde 2012. O aumento é de 0,22 ponto porcentual em relação à taxa de agosto. Os dados foram divulgados nesta quarta-feira (23) pelo IBGE. #Economia https://t.co/AEiuAONgZv",0,0,neu,pos,1,False,0.06276150627615062,0,0.0,"prévia da inflação de setembro fica em number , number % e tem maior resultado desde number . o aumento é de number , number ponto porcentual em relação à taxa de agosto . os dados foram divulgados nesta quarta-feira ( number ) pelo pesquisa . hashtag url",prever inflacao setembro ficar maior resultado desde aumento ponto porcentual relacao taxa agosto dar divulgar em este quarta feira pesquisa
54,STJ libera jogos em Brasília e garante a realização da Supercopa do Brasil @Flamengo x @Palmeiras domingo 11 horas no Mané Garrincha. #Itatiaia,0,0,neu,pos,1,False,0.027972027972027972,0,0.0,justiça libera jogos em brasília e garante a realização da supercopa do brasil username ex username domingo number horas no mané garrincha . hashtag,justica liberar jogo brasilia garantir realizacao supercopa brasil exemplo domingo hora manar garrincha
55,@76677172m 👮🏻‍♂️👊🏻,0,1,neu,neu,0,True,0.05555555555555555,0,0.0,username 👮 🏻 ‍ ♂ ️ 👊 🏻,
56,Prefeitura do Rio autoriza volta do público nos estádios | Rio de Janeiro | G1 https://t.co/ofo041nlIa,0,0,neu,pos,1,False,0.06862745098039216,0,0.0,prefeitura do rio autoriza volta do público nos estádios | rio de janeiro | g1 url,prefeitura rio autorizar volta publicar estadios | rio janeiro | g1
57,Jovem de 26 anos que morreu com coronavírus em SP corria maratonas e pais estão com sintomas | São Paulo | G1 https://t.co/qrZy5UxT7X,0,0,neu,pos,1,False,0.05263157894736842,0,0.0,jovem de number anos que morreu com coronavírus em sp corria maratonas e pais estão com sintomas | são paulo | g1 url,jovem ano morrer coronavirus sp correr maratona pai estao sintoma | sao paulo | g1
58,"@rika11239817 Nós também te amamos, querida! Obrigado pelo carinho de sempre!",0,1,pos,pos,0,False,0.05194805194805195,0,0.0,"username nós também te amamos , querida ! obrigado pelo carinho de sempre !",tambem amar querido obrigar carinho sempre
59,"Abel Braga rebate vice do Flamengo após acusações e promete processá-lo: ""Decepção"" | flamengo | Globoesporte https://t.co/6WtZ4Rqry4",0,0,neu,neg,0,False,0.08270676691729323,0,0.0,"abel braga rebate vice do flamengo após acusações e promete processá-lo : "" decepção "" | flamengo | globoesporte url","abel braga rebater vice flamengo apos acusacoes prometer processar lo "" decepcao "" | flamengo | globoesporte"
60,"Flamengo Cúpula segue inflexível, futebol reduz proposta, e Diego Alves tem renovação difícil. Fonte: GE https://t.co/AWmGeXhyLs",0,0,neu,pos,1,False,0.0703125,0,0.0,"flamengo cúpula segue inflexível , futebol reduz proposta , e diego alves tem renovação difícil . fonte : age url",flamengo cupula seguir inflexivel futebol reduzir proposta diego alves renovacao dificil fonte agir
61,Flamengo,0,0,neu,neu,0,False,0.0,0,0.0,flamengo,flamengo
62,Eleja Online diz estar sofrendo ataques hackers; Brant e Salgado relatam ameaças após telefones terem sido vazados https://t.co/JVthwiVswp,0,0,neu,neg,0,False,0.043478260869565216,0,0.0,eleja online diz estar sofrendo ataques hackers ; brant e salgado relatam ameaças após telefones terem sido vazados url,eleger online dizer estar sofrer ataque hackers brant salgar relatar ameacas apos telefone ter ser vazar
63,"O duque e eu (Os Bridgertons – Livro 1) (Português) Capa comum – 11 dezembro 2020 por Julia Quinn (Autor), Cássia Zanon (Tradutor) Link &gt;&gt; https://t.co/DPD16lVkoS",0,0,neu,neu,1,False,0.10714285714285714,1,0.038461538461538464,"o duque e eu ( os etéreos – livro number ) ( português ) capa comum – number dezembro number por julia quinn ( autor ) , cássia cânon ( tradutor ) link > > url",duque etereos livro portugues capa comum dezembro julia quinn autor cassia canon tradutor link > >
64,Acidente entre táxi e moto acaba em morte de estudante #BalançoGeral https://t.co/HHgEMS4vcg,0,0,neu,neg,0,False,0.06521739130434782,1,0.08333333333333333,acidente entre táxi e moto acaba em morte de estudante hashtag url,acidente taxi moto acabar morte estudante
65,"Afastado por conta da pandemia, Carlos Alberto de Nóbrega implora para voltar a trabalhar. 😮 #AHoraDaVenenosa #BalançoGeral https://t.co/UsM8aPcBaz",0,0,neu,neg,0,True,0.061224489795918366,0,0.0,"afastado por conta da pandemia , carlos alberto de nóbrega implora para voltar a trabalhar . 😮 hashtag hashtag url",afastar contar pandemia carlos alberto nobrega implorar voltar trabalhar
66,"@elder_vascaino Amém, Nunes! Um abraço e se cuida, amigão!",0,1,neu,pos,0,False,0.10344827586206896,0,0.0,"username amém , nunes ! um abraço e se cuida , amigão !",amar nunes abraco cuidar amigao
67,Engavetamento com cinco carros na Radial Leste deixa dois feridos #BalançoGeral https://t.co/7u79BSRJpq,0,0,neu,neu,0,False,0.05825242718446602,0,0.0,engavetamento com cinco carros na radial leste deixa dois feridos hashtag url,engavetamento cinco carro radial ler deixar dois ferir
68,Menino de 1 ano entra em caixa d'água no quintal de casa e morre afogado #BalançoGeral https://t.co/m5RCiPlhJc,0,0,neu,neg,0,False,0.06363636363636363,0,0.0,menino de number ano entra em caixa d'água no quintal de casa e morre afogado hashtag url,menino ano entrar caixa d aguar quintal casa morrer afogar
69,"Motorista abandona esposa e filha após matar motociclista em acidente de carro. De acordo com a mulher, ele havia ingerido uma grande quantidade de bebidas alcoólicas #BalançoGeral https://t.co/NMtIql7X5B",0,0,neu,pos,0,False,0.0392156862745098,1,0.07142857142857142,"motorista abandona esposa e filha após matar motociclista em acidente de carro . de acordo com a mulher , ele havia ingerido uma grande quantidade de bebidas alcoólicas hashtag url",motorista abandonar esposa filho apos matar motociclo acidente carro acordo mulher haver ingerir grande quantidade beber alcoolicas
70,Leonardo revela que Zé Felipe parou de estudar aos 14 anos. Veja na #AHoraDaVenenosa https://t.co/KOdSV6toei,0,0,neu,neu,0,False,0.06481481481481481,0,0.0,leonardo revela que zé felipe parou de estudar aos number anos . veja na hashtag url,leonardo revelar ze felipe parar estudar ano ver
71,Moradores registram vídeos de intensos tiroteios em comunidade #BalançoGeral https://t.co/hKj0Msv1q8,0,0,neu,neg,0,False,0.06,0,0.0,moradores registram vídeos de intensos tiroteios em comunidade hashtag url,morador registram videos intenso tiroteio comunidade
72,Mulher com criança é atacada e agredida no meio da rua durante assalto. Confira no #BalançoGeral https://t.co/uUOv6HeQ7P,0,0,neu,neg,0,False,0.058333333333333334,1,0.058823529411764705,mulher com criança é atacada e agredida no meio da rua durante assalto . confira no hashtag url,mulher crianca atacar agredir meio rua durante assalto conferir
73,"Hoje, após #AFazenda12, tem o 4º episódio de Game dos Clones com Sabrina Sato #AHoraDaVenenosa #BalançoGeral https://t.co/JlWWc37mec",0,0,neu,neu,0,False,0.07575757575757576,0,0.0,"hoje , após hashtag , tem o number terceiro episódio de game dos clones com sabrina sato hashtag hashtag url",hoje apos terceiro episodio gamar clone sabrina sato
74,"A polícia prendeu, até agora, cinco pessoas por envolvimento na morte de Flaviana, Romuyuki e Juan Gonçalves, encontrados carbonizados em uma estrada de terra em São Bernardo do Campo #BalançõGeral https://t.co/AkSWhM3VXo",0,0,neu,neg,1,False,0.04524886877828054,1,0.0967741935483871,"a polícia prendeu , até agora , cinco pessoas por envolvimento na morte de fabiana , romuyuki e juan gonçalves , encontrados carbonizados em uma estrada de terra em são bernardo do campo hashtag url",policiar prender atar agora cinco pessoa envolver morte fabiana romuyuki juan goncalves encontrar carbonizar estrada terra sao bernardo campo
75,"Onda de assaltos aterroriza moradores do Morumbi, em São Paulo #BalançoGeral https://t.co/UVfAQHKPyt",0,0,neu,neg,0,False,0.07,0,0.0,"onda de assaltos aterroriza moradores do morumbi , em são paulo hashtag url",onda assalto aterrorizar morador morumbi sao paulo
76,Polícia procura bandidos que botaram fogo em carros e atiraram em ônibus #BalançoGeral https://t.co/qx6wLJMbWE,0,0,neu,neg,0,False,0.05454545454545454,1,0.07142857142857142,polícia procura bandidos que botaram fogo em carros e atiraram em ônibus hashtag url,policiar procura bandido botar fogo carro atirar onibus
77,"Onde está Vanessa? Empresária sai a pé de casa e desaparece na região do Morumbi, zona sul de São Paulo. Veja no #BalançoGeral https://t.co/6CZQU9BEhp",0,0,neu,neg,0,False,0.06,1,0.041666666666666664,"onde está vanessa ? empresária sai a pé de casa e desaparece na região do morumbi , zona sul de são paulo . veja no hashtag url",onde vanessa empresaria sair pe casa desaparecer regiao morumbi zona sul sao paulo ver
78,"@NanieCRF Bom dia, querida!",0,1,pos,pos,0,False,0.1111111111111111,0,0.0,"username bom dia , querida !",bom dia querido
